Market,State,Issuer_Name,Plan_ID,Plan_Type,Metal_Level,Claims_Received,Claims_Denied,Appeals_Overturned_Rate,Denial_Rate
Individual,DE,Highmark BCBSD Inc.,76168DE0700004,PPO,Gold,81676,10911,29.6%,13.4%
Individual,DE,Highmark BCBSD Inc.,76168DE0710003,PPO,Gold,18408,3000,29.6%,16.3%
Individual,DE,Highmark BCBSD Inc.,76168DE0730001,PPO,Gold,136526,17537,29.6%,12.8%
Individual,DE,Highmark BCBSD Inc.,76168DE0740002,PPO,Gold,67815,8965,29.6%,13.2%
Individual,DE,Highmark BCBSD Inc.,76168DE0690007,PPO,Silver,206680,29618,29.6%,14.3%
Individual,FL,Aetna Health Inc. (a FL corp.),18628FL0160022,HMO,Bronze Expanded,505116,98264,38.6%,19.5%
Individual,FL,Aetna Health Inc. (a FL corp.),18628FL0160030,HMO,Gold,57125,9716,38.6%,17.0%
Individual,FL,Aetna Health Inc. (a FL corp.),18628FL0160009,HMO,Silver,7799649,1619014,38.6%,20.8%
Individual,FL,Aetna Health Inc. (a FL corp.),18628FL0160029,HMO,Silver,273266,54577,38.6%,20.0%
Individual,FL,"AmeriHealth Caritas Florida, Inc.",67926FL0010001,HMO,Bronze,11639,6337,0.0%,54.4%
Individual,FL,"AmeriHealth Caritas Florida, Inc.",67926FL0010002,HMO,Bronze Expanded,4577,2570,0.0%,56.2%
Individual,FL,"AmeriHealth Caritas Florida, Inc.",67926FL0010004,HMO,Gold,869,417,0.0%,48.0%
Individual,FL,"AmeriHealth Caritas Florida, Inc.",67926FL0010003,HMO,Silver,8240,4326,0.0%,52.5%
Individual,FL,"AvMed, Inc.",19898FL0340006,HMO,Bronze Expanded,5831,1932,70.4%,33.1%
Individual,FL,"AvMed, Inc.",19898FL0340007,HMO,Bronze Expanded,4079,1285,70.4%,31.5%
Individual,FL,"AvMed, Inc.",19898FL0340016,HMO,Bronze Expanded,7957,2877,70.4%,36.2%
Individual,FL,"AvMed, Inc.",19898FL0340017,HMO,Bronze Expanded,6851,2613,70.4%,38.1%
Individual,FL,"AvMed, Inc.",19898FL0340026,HMO,Bronze Expanded,1856,626,70.4%,33.7%
Individual,FL,"AvMed, Inc.",19898FL0340027,HMO,Bronze Expanded,2227,730,70.4%,32.8%
Individual,FL,"AvMed, Inc.",19898FL0340036,HMO,Bronze Expanded,4828,1534,70.4%,31.8%
Individual,FL,"AvMed, Inc.",19898FL0340037,HMO,Bronze Expanded,3680,1357,70.4%,36.9%
Individual,FL,"AvMed, Inc.",19898FL0340046,HMO,Bronze Expanded,2300,816,70.4%,35.5%
Individual,FL,"AvMed, Inc.",19898FL0340047,HMO,Bronze Expanded,4515,2186,70.4%,48.4%
Individual,FL,"AvMed, Inc.",19898FL0340091,HMO,Bronze Expanded,3849,1644,70.4%,42.7%
Individual,FL,"AvMed, Inc.",19898FL0340092,HMO,Bronze Expanded,7413,3966,70.4%,53.5%
Individual,FL,"AvMed, Inc.",19898FL0340093,HMO,Bronze Expanded,1713,687,70.4%,40.1%
Individual,FL,"AvMed, Inc.",19898FL0340094,HMO,Bronze Expanded,3567,1081,70.4%,30.3%
Individual,FL,"AvMed, Inc.",19898FL0340095,HMO,Bronze Expanded,2390,937,70.4%,39.2%
Individual,FL,"AvMed, Inc.",19898FL0340001,HMO,Gold,5286,1509,70.4%,28.5%
Individual,FL,"AvMed, Inc.",19898FL0340011,HMO,Gold,16070,3247,70.4%,20.2%
Individual,FL,"AvMed, Inc.",19898FL0340021,HMO,Gold,1265,412,70.4%,32.6%
Individual,FL,"AvMed, Inc.",19898FL0340031,HMO,Gold,3666,1033,70.4%,28.2%
Individual,FL,"AvMed, Inc.",19898FL0340041,HMO,Gold,2425,400,70.4%,16.5%
Individual,FL,"AvMed, Inc.",19898FL0340071,HMO,Gold,604,258,70.4%,42.7%
Individual,FL,"AvMed, Inc.",19898FL0340072,HMO,Gold,1133,376,70.4%,33.2%
Individual,FL,"AvMed, Inc.",19898FL0340073,HMO,Gold,121,30,70.4%,24.8%
Individual,FL,"AvMed, Inc.",19898FL0340074,HMO,Gold,810,113,70.4%,14.0%
Individual,FL,"AvMed, Inc.",19898FL0340075,HMO,Gold,208,59,70.4%,28.4%
Individual,FL,"AvMed, Inc.",19898FL0350001,HMO,Gold,7010,1970,70.4%,28.1%
Individual,FL,"AvMed, Inc.",19898FL0350011,HMO,Gold,10929,3251,70.4%,29.7%
Individual,FL,"AvMed, Inc.",19898FL0350021,HMO,Gold,1318,325,70.4%,24.7%
Individual,FL,"AvMed, Inc.",19898FL0350031,HMO,Gold,1823,560,70.4%,30.7%
Individual,FL,"AvMed, Inc.",19898FL0350041,HMO,Gold,1963,512,70.4%,26.1%
Individual,FL,"AvMed, Inc.",19898FL0340020,HMO,Platinum,379,27,70.4%,7.1%
Individual,FL,"AvMed, Inc.",19898FL0340063,HMO,Platinum,241,64,70.4%,26.6%
Individual,FL,"AvMed, Inc.",19898FL0350020,HMO,Platinum,430,123,70.4%,28.6%
Individual,FL,"AvMed, Inc.",19898FL0340003,HMO,Silver,9384,2819,70.4%,30.0%
Individual,FL,"AvMed, Inc.",19898FL0340005,HMO,Silver,10277,3007,70.4%,29.3%
Individual,FL,"AvMed, Inc.",19898FL0340013,HMO,Silver,8791,2810,70.4%,32.0%
Individual,FL,"AvMed, Inc.",19898FL0340015,HMO,Silver,9386,3215,70.4%,34.3%
Individual,FL,"AvMed, Inc.",19898FL0340023,HMO,Silver,803,237,70.4%,29.5%
Individual,FL,"AvMed, Inc.",19898FL0340025,HMO,Silver,2695,1001,70.4%,37.1%
Individual,FL,"AvMed, Inc.",19898FL0340033,HMO,Silver,3684,1386,70.4%,37.6%
Individual,FL,"AvMed, Inc.",19898FL0340035,HMO,Silver,5879,1916,70.4%,32.6%
Individual,FL,"AvMed, Inc.",19898FL0340043,HMO,Silver,2785,853,70.4%,30.6%
Individual,FL,"AvMed, Inc.",19898FL0340045,HMO,Silver,5155,1895,70.4%,36.8%
Individual,FL,"AvMed, Inc.",19898FL0340081,HMO,Silver,18513,5621,70.4%,30.4%
Individual,FL,"AvMed, Inc.",19898FL0340082,HMO,Silver,18525,6480,70.4%,35.0%
Individual,FL,"AvMed, Inc.",19898FL0340083,HMO,Silver,1325,493,70.4%,37.2%
Individual,FL,"AvMed, Inc.",19898FL0340084,HMO,Silver,7911,2875,70.4%,36.3%
Individual,FL,"AvMed, Inc.",19898FL0340085,HMO,Silver,4284,1393,70.4%,32.5%
Individual,FL,"AvMed, Inc.",19898FL0350003,HMO,Silver,8960,3267,70.4%,36.5%
Individual,FL,"AvMed, Inc.",19898FL0350005,HMO,Silver,5456,1597,70.4%,29.3%
Individual,FL,"AvMed, Inc.",19898FL0350013,HMO,Silver,8815,3230,70.4%,36.6%
Individual,FL,"AvMed, Inc.",19898FL0350015,HMO,Silver,6209,2200,70.4%,35.4%
Individual,FL,"AvMed, Inc.",19898FL0350023,HMO,Silver,1495,624,70.4%,41.7%
Individual,FL,"AvMed, Inc.",19898FL0350025,HMO,Silver,746,262,70.4%,35.1%
Individual,FL,"AvMed, Inc.",19898FL0350033,HMO,Silver,2791,998,70.4%,35.8%
Individual,FL,"AvMed, Inc.",19898FL0350035,HMO,Silver,2829,938,70.4%,33.2%
Individual,FL,"AvMed, Inc.",19898FL0350043,HMO,Silver,1477,540,70.4%,36.6%
Individual,FL,"AvMed, Inc.",19898FL0350045,HMO,Silver,1419,459,70.4%,32.3%
Individual,FL,Blue Cross and Blue Shield of Florida,16842FL0120068,EPO,Bronze Expanded,1641662,212891,44.2%,13.0%
Individual,FL,Blue Cross and Blue Shield of Florida,16842FL0120078,EPO,Bronze Expanded,397854,1507,44.2%,0.4%
Individual,FL,Blue Cross and Blue Shield of Florida,16842FL0120091,EPO,Bronze Expanded,2235774,251271,44.2%,11.2%
Individual,FL,Blue Cross and Blue Shield of Florida,16842FL0120093,EPO,Bronze Expanded,104935,10519,44.2%,10.0%
Individual,FL,Blue Cross and Blue Shield of Florida,16842FL0120076,EPO,Gold,837863,2315,44.2%,0.3%
Individual,FL,Blue Cross and Blue Shield of Florida,16842FL0120086,EPO,Gold,213135,29145,44.2%,13.7%
Individual,FL,Blue Cross and Blue Shield of Florida,16842FL0120095,EPO,Gold,45464,154,44.2%,0.3%
Individual,FL,Blue Cross and Blue Shield of Florida,16842FL0120062,EPO,Platinum,27219,4607,44.2%,16.9%
Individual,FL,Blue Cross and Blue Shield of Florida,16842FL0120070,EPO,Platinum,502151,72847,44.2%,14.5%
Individual,FL,Blue Cross and Blue Shield of Florida,16842FL0120096,EPO,Platinum,67501,426,44.2%,0.6%
Individual,FL,Blue Cross and Blue Shield of Florida,16842FL0120033,EPO,Silver,819360,94035,44.2%,11.5%
Individual,FL,Blue Cross and Blue Shield of Florida,16842FL0120072,EPO,Silver,6139408,713716,44.2%,11.6%
Individual,FL,Blue Cross and Blue Shield of Florida,16842FL0120094,EPO,Silver,114239,12236,44.2%,10.7%
Individual,FL,Capital Health Plan,66966FL0050005,HMO,Bronze Expanded,28197,2306,38.1%,8.2%
Individual,FL,Capital Health Plan,66966FL0050003,HMO,Gold,109993,7878,38.1%,7.2%
Individual,FL,Capital Health Plan,66966FL0050007,HMO,Gold,12999,1105,38.1%,8.5%
Individual,FL,Capital Health Plan,66966FL0050008,HMO,Platinum,8399,637,38.1%,7.6%
Individual,FL,Capital Health Plan,66966FL0050002,HMO,Silver,148489,12303,38.1%,8.3%
Individual,FL,Capital Health Plan,66966FL0050006,HMO,Silver,96550,7442,38.1%,7.7%
Individual,FL,Cigna Health and Life Insurance Company,48121FL0070051,EPO,Bronze Expanded,93026,18099,27.0%,19.5%
Individual,FL,Cigna Health and Life Insurance Company,48121FL0070107,EPO,Bronze Expanded,53519,9813,27.0%,18.3%
Individual,FL,Cigna Health and Life Insurance Company,48121FL0070108,EPO,Bronze Expanded,334956,68461,27.0%,20.4%
Individual,FL,Cigna Health and Life Insurance Company,48121FL0070122,EPO,Bronze Expanded,138569,28151,27.0%,20.3%
Individual,FL,Cigna Health and Life Insurance Company,48121FL0070033,EPO,Gold,56613,9382,27.0%,16.6%
Individual,FL,Cigna Health and Life Insurance Company,48121FL0070057,EPO,Gold,37791,6600,27.0%,17.5%
Individual,FL,Cigna Health and Life Insurance Company,48121FL0070104,EPO,Gold,11931,1776,27.0%,14.9%
Individual,FL,Cigna Health and Life Insurance Company,48121FL0070029,EPO,Silver,2051477,436524,27.0%,21.3%
Individual,FL,Cigna Health and Life Insurance Company,48121FL0070030,EPO,Silver,419101,88513,27.0%,21.1%
Individual,FL,Cigna Health and Life Insurance Company,48121FL0070105,EPO,Silver,130189,25622,27.0%,19.7%
Individual,FL,"Florida Health Care Plan, Inc.",56503FL2540002,POS,Bronze Expanded,16823,2865,23.5%,17.0%
Individual,FL,"Florida Health Care Plan, Inc.",56503FL2670001,HMO,Bronze Expanded,94543,13419,23.5%,14.2%
Individual,FL,"Florida Health Care Plan, Inc.",56503FL2730001,HMO,Bronze Expanded,39089,5099,23.5%,13.0%
Individual,FL,"Florida Health Care Plan, Inc.",56503FL2790001,POS,Bronze Expanded,15731,2115,23.5%,13.4%
Individual,FL,"Florida Health Care Plan, Inc.",56503FL2930001,HMO,Bronze Expanded,352644,47160,23.5%,13.4%
Individual,FL,"Florida Health Care Plan, Inc.",56503FL3040001,HMO,Bronze Expanded,8221,1246,23.5%,15.2%
Individual,FL,"Florida Health Care Plan, Inc.",56503FL3290001,POS,Bronze Expanded,2371,383,23.5%,16.2%
Individual,FL,"Florida Health Care Plan, Inc.",56503FL1300001,HMO,Catastrophic,1800,408,23.5%,22.7%
Individual,FL,"Florida Health Care Plan, Inc.",56503FL1320001,POS,Catastrophic,446,42,23.5%,9.4%
Individual,FL,"Florida Health Care Plan, Inc.",56503FL2010001,POS,Gold,3365,352,23.5%,10.5%
Individual,FL,"Florida Health Care Plan, Inc.",56503FL2090002,HMO,Gold,29656,3794,23.5%,12.8%
Individual,FL,"Florida Health Care Plan, Inc.",56503FL2590002,HMO,Gold,56767,7391,23.5%,13.0%
Individual,FL,"Florida Health Care Plan, Inc.",56503FL2600002,POS,Gold,18416,2612,23.5%,14.2%
Individual,FL,"Florida Health Care Plan, Inc.",56503FL2860001,HMO,Gold,21051,2822,23.5%,13.4%
Individual,FL,"Florida Health Care Plan, Inc.",56503FL3060001,HMO,Gold,7465,990,23.5%,13.3%
Individual,FL,"Florida Health Care Plan, Inc.",56503FL3310001,POS,Gold,2141,313,23.5%,14.6%
Individual,FL,"Florida Health Care Plan, Inc.",56503FL2640002,POS,Platinum,11421,1739,23.5%,15.2%
Individual,FL,"Florida Health Care Plan, Inc.",56503FL3320001,POS,Platinum,4786,735,23.5%,15.4%
Individual,FL,"Florida Health Care Plan, Inc.",56503FL2550002,HMO,Silver,275921,37657,23.5%,13.6%
Individual,FL,"Florida Health Care Plan, Inc.",56503FL2560002,POS,Silver,25645,4021,23.5%,15.7%
Individual,FL,"Florida Health Care Plan, Inc.",56503FL2570001,HMO,Silver,1286447,178178,23.5%,13.9%
Individual,FL,"Florida Health Care Plan, Inc.",56503FL2580002,POS,Silver,49516,7085,23.5%,14.3%
Individual,FL,"Florida Health Care Plan, Inc.",56503FL2940001,HMO,Silver,37641,4886,23.5%,13.0%
Individual,FL,"Florida Health Care Plan, Inc.",56503FL3050001,HMO,Silver,251442,40726,23.5%,16.2%
Individual,FL,"Florida Health Care Plan, Inc.",56503FL3300001,POS,Silver,4566,624,23.5%,13.7%
Individual,FL,"Health First Commercial Plans, Inc.",36194FL0160009,HMO,Bronze Expanded,162540,29180,43.2%,18.0%
Individual,FL,"Health First Commercial Plans, Inc.",36194FL0160011,HMO,Bronze Expanded,16492,2735,43.2%,16.6%
Individual,FL,"Health First Commercial Plans, Inc.",36194FL0410001,HMO,Bronze Expanded,42683,6915,43.2%,16.2%
Individual,FL,"Health First Commercial Plans, Inc.",36194FL0440001,HMO,Bronze Expanded,23228,4069,43.2%,17.5%
Individual,FL,"Health First Commercial Plans, Inc.",36194FL0160013,HMO,Gold,8253,1577,43.2%,19.1%
Individual,FL,"Health First Commercial Plans, Inc.",36194FL0410003,HMO,Gold,38746,6451,43.2%,16.6%
Individual,FL,"Health First Commercial Plans, Inc.",36194FL0440003,HMO,Gold,11074,2588,43.2%,23.4%
Individual,FL,"Health First Commercial Plans, Inc.",36194FL0160012,HMO,Silver,149985,29279,43.2%,19.5%
Individual,FL,"Health First Commercial Plans, Inc.",36194FL0410002,HMO,Silver,427752,77308,43.2%,18.1%
Individual,FL,"Health First Commercial Plans, Inc.",36194FL0440002,HMO,Silver,291811,61528,43.2%,21.1%
Individual,FL,"Health Options, Inc.",30252FL0070001,HMO,Bronze Expanded,715129,131594,38.5%,18.4%
Individual,FL,"Health Options, Inc.",30252FL0070025,HMO,Bronze Expanded,50715,9073,38.5%,17.9%
Individual,FL,"Health Options, Inc.",30252FL0070031,HMO,Bronze Expanded,1751833,275450,38.5%,15.7%
Individual,FL,"Health Options, Inc.",30252FL0070033,HMO,Bronze Expanded,489110,75256,38.5%,15.4%
Individual,FL,"Health Options, Inc.",30252FL0070036,HMO,Bronze Expanded,190770,27558,38.5%,14.4%
Individual,FL,"Health Options, Inc.",30252FL0070039,HMO,Bronze Expanded,1068625,169364,38.5%,15.8%
Individual,FL,"Health Options, Inc.",30252FL0070041,HMO,Bronze Expanded,96379,15573,38.5%,16.2%
Individual,FL,"Health Options, Inc.",30252FL0070044,HMO,Bronze Expanded,189982,30666,38.5%,16.1%
Individual,FL,"Health Options, Inc.",30252FL0070045,HMO,Bronze Expanded,30647,4900,38.5%,16.0%
Individual,FL,"Health Options, Inc.",30252FL0070046,HMO,Bronze Expanded,1110247,161076,38.5%,14.5%
Individual,FL,"Health Options, Inc.",30252FL0070009,HMO,Gold,160950,22635,38.5%,14.1%
Individual,FL,"Health Options, Inc.",30252FL0070023,HMO,Gold,21240,3256,38.5%,15.3%
Individual,FL,"Health Options, Inc.",30252FL0070028,HMO,Gold,37002,5230,38.5%,14.1%
Individual,FL,"Health Options, Inc.",30252FL0070055,HMO,Gold,30814,5978,38.5%,19.4%
Individual,FL,"Health Options, Inc.",30252FL0070056,HMO,Gold,8999,1500,38.5%,16.7%
Individual,FL,"Health Options, Inc.",30252FL0070027,HMO,Platinum,28007,3298,38.5%,11.8%
Individual,FL,"Health Options, Inc.",30252FL0070058,HMO,Platinum,11620,1746,38.5%,15.0%
Individual,FL,"Health Options, Inc.",30252FL0070022,HMO,Silver,2040628,301554,38.5%,14.8%
Individual,FL,"Health Options, Inc.",30252FL0070035,HMO,Silver,3799086,626564,38.5%,16.5%
Individual,FL,"Health Options, Inc.",30252FL0070053,HMO,Silver,118237,18584,38.5%,15.7%
Individual,FL,"Health Options, Inc.",30252FL0070054,HMO,Silver,22460,3236,38.5%,14.4%
Individual,FL,"Molina Healthcare of Florida, Inc",54172FL0010005,HMO,Bronze Expanded,140680,45373,29.0%,32.3%
Individual,FL,"Molina Healthcare of Florida, Inc",54172FL0010010,HMO,Bronze Expanded,47359,15957,29.0%,33.7%
Individual,FL,"Molina Healthcare of Florida, Inc",54172FL0010001,HMO,Gold,4473,1419,29.0%,31.7%
Individual,FL,"Molina Healthcare of Florida, Inc",54172FL0010008,HMO,Gold,759,330,29.0%,43.5%
Individual,FL,"Molina Healthcare of Florida, Inc",54172FL0040001,HMO,Gold,1408,445,29.0%,31.6%
Individual,FL,"Molina Healthcare of Florida, Inc",54172FL0010002,HMO,Silver,190463,62623,29.0%,32.9%
Individual,FL,"Molina Healthcare of Florida, Inc",54172FL0010009,HMO,Silver,13128,4696,29.0%,35.8%
Individual,FL,"Molina Healthcare of Florida, Inc",54172FL0040002,HMO,Silver,58439,19464,29.0%,33.3%
Individual,FL,"Molina Healthcare of Florida, Inc",54172FL0060002,HMO,Silver,303944,94083,29.0%,31.0%
Individual,FL,Oscar Insurance Company of Florida,40572FL0070005,EPO,Bronze Expanded,272427,55638,45.0%,20.4%
Individual,FL,Oscar Insurance Company of Florida,40572FL0070024,EPO,Bronze Expanded,96282,19149,45.0%,19.9%
Individual,FL,Oscar Insurance Company of Florida,40572FL0070050,EPO,Bronze Expanded,29408,5432,45.0%,18.5%
Individual,FL,Oscar Insurance Company of Florida,40572FL0200005,EPO,Bronze Expanded,277464,50061,45.0%,18.0%
Individual,FL,Oscar Insurance Company of Florida,40572FL0200024,EPO,Bronze Expanded,233471,39341,45.0%,16.9%
Individual,FL,Oscar Insurance Company of Florida,40572FL0200050,EPO,Bronze Expanded,45736,7219,45.0%,15.8%
Individual,FL,Oscar Insurance Company of Florida,40572FL0070011,EPO,Catastrophic,5722,1080,45.0%,18.9%
Individual,FL,Oscar Insurance Company of Florida,40572FL0200011,EPO,Catastrophic,4707,852,45.0%,18.1%
Individual,FL,Oscar Insurance Company of Florida,40572FL0070035,EPO,Gold,75626,14944,45.0%,19.8%
Individual,FL,Oscar Insurance Company of Florida,40572FL0070036,EPO,Gold,54427,10800,45.0%,19.8%
Individual,FL,Oscar Insurance Company of Florida,40572FL0070053,EPO,Gold,23470,4918,45.0%,21.0%
Individual,FL,Oscar Insurance Company of Florida,40572FL0200053,EPO,Gold,27626,4982,45.0%,18.0%
Individual,FL,Oscar Insurance Company of Florida,40572FL0070016,EPO,Silver,1496741,260977,45.0%,17.4%
Individual,FL,Oscar Insurance Company of Florida,40572FL0070025,EPO,Silver,1880798,343536,45.0%,18.3%
Individual,FL,Oscar Insurance Company of Florida,40572FL0070052,EPO,Silver,233226,43933,45.0%,18.8%
Individual,FL,Oscar Insurance Company of Florida,40572FL0200016,EPO,Silver,1388532,234529,45.0%,16.9%
Individual,FL,Oscar Insurance Company of Florida,40572FL0200025,EPO,Silver,9439357,1537154,45.0%,16.3%
Individual,FL,Oscar Insurance Company of Florida,40572FL0200052,EPO,Silver,195641,32983,45.0%,16.9%
Individual,FL,Sunshine State Health Plan,86382FL0050005,HMO,Bronze Expanded,205269,37898,35.4%,18.5%
Individual,FL,Sunshine State Health Plan,86382FL0050017,HMO,Bronze Expanded,144554,25823,35.4%,17.9%
Individual,FL,Sunshine State Health Plan,86382FL0050010,HMO,Gold,56704,10445,35.4%,18.4%
Individual,FL,Sunshine State Health Plan,86382FL0050019,HMO,Gold,325998,60045,35.4%,18.4%
Individual,FL,Sunshine State Health Plan,86382FL0050006,HMO,Silver,155722,27837,35.4%,17.9%
Individual,FL,Sunshine State Health Plan,86382FL0050009,HMO,Silver,896875,161724,35.4%,18.0%
Individual,FL,Sunshine State Health Plan,86382FL0050018,HMO,Silver,2104857,387475,35.4%,18.4%
Individual,FL,"UnitedHealthcare of Florida, Inc.",68398FL0030041,HMO,Bronze,91129,16660,27.6%,18.3%
Individual,FL,"UnitedHealthcare of Florida, Inc.",68398FL0030042,HMO,Bronze Expanded,133354,22173,27.6%,16.6%
Individual,FL,"UnitedHealthcare of Florida, Inc.",68398FL0030034,HMO,Gold,94457,16867,27.6%,17.9%
Individual,FL,"UnitedHealthcare of Florida, Inc.",68398FL0030036,HMO,Gold,8524,1610,27.6%,18.9%
Individual,FL,"UnitedHealthcare of Florida, Inc.",68398FL0030040,HMO,Silver,45429,8169,27.6%,18.0%
Individual,HI,Hawaii Medical Service Association,18350HI0880033,PPO,Bronze Expanded,44535,10974,46.3%,24.6%
Individual,HI,Hawaii Medical Service Association,18350HI0880035,PPO,Bronze Expanded,25776,6090,46.3%,23.6%
Individual,HI,Hawaii Medical Service Association,18350HI0880003,PPO,Catastrophic,3489,968,46.3%,27.7%
Individual,HI,Hawaii Medical Service Association,18350HI0880007,PPO,Gold,113201,28046,46.3%,24.8%
Individual,HI,Hawaii Medical Service Association,18350HI0880013,PPO,Gold,118482,27715,46.3%,23.4%
Individual,HI,Hawaii Medical Service Association,18350HI0880001,PPO,Platinum,204969,46535,46.3%,22.7%
Individual,HI,Hawaii Medical Service Association,18350HI0880017,PPO,Silver,133977,32295,46.3%,24.1%
Individual,HI,"Kaiser Foundation Health Plan, Inc.",60612HI0110010,HMO,Bronze Expanded,772,36,0.0%,4.7%
Individual,HI,"Kaiser Foundation Health Plan, Inc.",60612HI0110007,HMO,Gold,433,12,0.0%,2.8%
Individual,HI,"Kaiser Foundation Health Plan, Inc.",60612HI0110011,HMO,Gold,1643,75,0.0%,4.6%
Individual,HI,"Kaiser Foundation Health Plan, Inc.",60612HI0110006,HMO,Platinum,1132,48,0.0%,4.2%
Individual,HI,"Kaiser Foundation Health Plan, Inc.",60612HI0110017,HMO,Platinum,285,18,0.0%,6.3%
Individual,HI,"Kaiser Foundation Health Plan, Inc.",60612HI0110009,HMO,Silver,1508,76,0.0%,5.0%
Individual,HI,"Kaiser Foundation Health Plan, Inc.",60612HI0110013,HMO,Silver,2468,168,0.0%,6.8%
Individual,HI,"Kaiser Foundation Health Plan, Inc.",60612HI0110019,HMO,Silver,259,12,0.0%,4.6%
Individual,IA,Medica Insurance Company,93078IA0050029,EPO,Bronze Expanded,5226,1627,44.8%,31.1%
Individual,IA,Medica Insurance Company,93078IA0060029,EPO,Bronze Expanded,29538,8628,44.8%,29.2%
Individual,IA,Medica Insurance Company,93078IA0070029,EPO,Bronze Expanded,32275,9290,44.8%,28.8%
Individual,IA,Medica Insurance Company,93078IA0080029,EPO,Bronze Expanded,5424,1461,44.8%,26.9%
Individual,IA,Medica Insurance Company,93078IA0050045,EPO,Gold,1734,629,44.8%,36.3%
Individual,IA,Medica Insurance Company,93078IA0050055,EPO,Gold,359,185,44.8%,51.5%
Individual,IA,Medica Insurance Company,93078IA0060045,EPO,Gold,14238,4073,44.8%,28.6%
Individual,IA,Medica Insurance Company,93078IA0060055,EPO,Gold,5724,2011,44.8%,35.1%
Individual,IA,Medica Insurance Company,93078IA0070045,EPO,Gold,26996,7186,44.8%,26.6%
Individual,IA,Medica Insurance Company,93078IA0070055,EPO,Gold,4317,1361,44.8%,31.5%
Individual,IA,Medica Insurance Company,93078IA0080045,EPO,Gold,2943,1012,44.8%,34.4%
Individual,IA,Medica Insurance Company,93078IA0080055,EPO,Gold,481,104,44.8%,21.6%
Individual,IA,Medica Insurance Company,93078IA0050057,EPO,Silver,14521,5485,44.8%,37.8%
Individual,IA,Medica Insurance Company,93078IA0060027,EPO,Silver,4553,2472,44.8%,54.3%
Individual,IA,Medica Insurance Company,93078IA0060057,EPO,Silver,77599,21230,44.8%,27.4%
Individual,IA,Medica Insurance Company,93078IA0070027,EPO,Silver,5601,2075,44.8%,37.0%
Individual,IA,Medica Insurance Company,93078IA0070057,EPO,Silver,159962,47381,44.8%,29.6%
Individual,IA,Medica Insurance Company,93078IA0080057,EPO,Silver,23417,7334,44.8%,31.3%
Individual,IA,Oscar Insurance Company,45819IA0010005,EPO,Bronze Expanded,33385,6236,43.6%,18.7%
Individual,IA,Oscar Insurance Company,45819IA0010024,EPO,Bronze Expanded,12488,1862,43.6%,14.9%
Individual,IA,Oscar Insurance Company,45819IA0010050,EPO,Bronze Expanded,7175,1377,43.6%,19.2%
Individual,IA,Oscar Insurance Company,45819IA0010011,EPO,Catastrophic,344,76,43.6%,22.1%
Individual,IA,Oscar Insurance Company,45819IA0010036,EPO,Gold,16870,2373,43.6%,14.1%
Individual,IA,Oscar Insurance Company,45819IA0010053,EPO,Gold,17968,2862,43.6%,15.9%
Individual,IA,Oscar Insurance Company,45819IA0010006,EPO,Silver,14734,2257,43.6%,15.3%
Individual,IA,Oscar Insurance Company,45819IA0010025,EPO,Silver,50865,9895,43.6%,19.5%
Individual,IA,Oscar Insurance Company,45819IA0010045,EPO,Silver,5649,985,43.6%,17.4%
Individual,IA,Oscar Insurance Company,45819IA0010052,EPO,Silver,21560,4316,43.6%,20.0%
