Individual Marketplace Medical Qualified Health Plans (QHPs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Legend 
*                              Data not available for this issuer/plan
Individual,FFE,SC,Blue Cross and Blue Shield of South Carolina,26065,No,No,26065SC0720004,New,HMO,QHP,Bronze Expanded,https://www.southcarolinablues.com/links/transparency,282455,11459827,276191,2183048,9625,221320,3022,1231,40.7,302,107,35.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,SC,Blue Cross and Blue Shield of South Carolina,26065,No,No,26065SC0720005,New,HMO,QHP,Gold,https://www.southcarolinablues.com/links/transparency,282455,11459827,276191,2183048,9625,221320,3022,1231,40.7,302,107,35.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,SC,Blue Cross and Blue Shield of South Carolina,26065,No,No,26065SC0720006,New,HMO,QHP,Silver,https://www.southcarolinablues.com/links/transparency,282455,11459827,276191,2183048,9625,221320,3022,1231,40.7,302,107,35.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,SC,Blue Cross and Blue Shield of South Carolina,26065,No,No,26065SC0720007,New,HMO,QHP,Bronze Expanded,https://www.southcarolinablues.com/links/transparency,282455,11459827,276191,2183048,9625,221320,3022,1231,40.7,302,107,35.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,SC,Blue Cross and Blue Shield of South Carolina,26065,No,No,26065SC0720009,New,HMO,QHP,Silver,https://www.southcarolinablues.com/links/transparency,282455,11459827,276191,2183048,9625,221320,3022,1231,40.7,302,107,35.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,SC,Blue Cross and Blue Shield of South Carolina,26065,No,No,26065SC0720010,New,HMO,QHP,Bronze,https://www.southcarolinablues.com/links/transparency,282455,11459827,276191,2183048,9625,221320,3022,1231,40.7,302,107,35.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,SC,Blue Cross and Blue Shield of South Carolina,26065,No,No,26065SC0730001,New,HMO,QHP,Gold,https://www.southcarolinablues.com/links/transparency,282455,11459827,276191,2183048,9625,221320,3022,1231,40.7,302,107,35.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,SC,Blue Cross and Blue Shield of South Carolina,26065,No,No,26065SC0730002,New,HMO,QHP,Silver,https://www.southcarolinablues.com/links/transparency,282455,11459827,276191,2183048,9625,221320,3022,1231,40.7,302,107,35.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,SC,Blue Cross and Blue Shield of South Carolina,26065,No,No,26065SC0730003,New,HMO,QHP,Silver,https://www.southcarolinablues.com/links/transparency,282455,11459827,276191,2183048,9625,221320,3022,1231,40.7,302,107,35.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,SC,Blue Cross and Blue Shield of South Carolina,26065,No,No,26065SC0730004,New,HMO,QHP,Bronze Expanded,https://www.southcarolinablues.com/links/transparency,282455,11459827,276191,2183048,9625,221320,3022,1231,40.7,302,107,35.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,SC,Blue Cross and Blue Shield of South Carolina,26065,No,No,26065SC0730005,New,HMO,QHP,Gold,https://www.southcarolinablues.com/links/transparency,282455,11459827,276191,2183048,9625,221320,3022,1231,40.7,302,107,35.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,SC,Blue Cross and Blue Shield of South Carolina,26065,No,No,26065SC0730006,New,HMO,QHP,Silver,https://www.southcarolinablues.com/links/transparency,282455,11459827,276191,2183048,9625,221320,3022,1231,40.7,302,107,35.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,SC,Blue Cross and Blue Shield of South Carolina,26065,No,No,26065SC0730007,New,HMO,QHP,Bronze Expanded,https://www.southcarolinablues.com/links/transparency,282455,11459827,276191,2183048,9625,221320,3022,1231,40.7,302,107,35.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,SC,Blue Cross and Blue Shield of South Carolina,26065,No,No,26065SC0730009,New,HMO,QHP,Silver,https://www.southcarolinablues.com/links/transparency,282455,11459827,276191,2183048,9625,221320,3022,1231,40.7,302,107,35.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,SC,Blue Cross and Blue Shield of South Carolina,26065,No,No,26065SC0730010,New,HMO,QHP,Bronze,https://www.southcarolinablues.com/links/transparency,282455,11459827,276191,2183048,9625,221320,3022,1231,40.7,302,107,35.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,SC,Blue Cross and Blue Shield of South Carolina,26065,No,No,26065SC0740001,New,HMO,QHP,Gold,https://www.southcarolinablues.com/links/transparency,282455,11459827,276191,2183048,9625,221320,3022,1231,40.7,302,107,35.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,SC,Blue Cross and Blue Shield of South Carolina,26065,No,No,26065SC0740002,New,HMO,QHP,Silver,https://www.southcarolinablues.com/links/transparency,282455,11459827,276191,2183048,9625,221320,3022,1231,40.7,302,107,35.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,SC,Blue Cross and Blue Shield of South Carolina,26065,No,No,26065SC0740003,New,HMO,QHP,Silver,https://www.southcarolinablues.com/links/transparency,282455,11459827,276191,2183048,9625,221320,3022,1231,40.7,302,107,35.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,SC,Blue Cross and Blue Shield of South Carolina,26065,No,No,26065SC0740004,New,HMO,QHP,Bronze Expanded,https://www.southcarolinablues.com/links/transparency,282455,11459827,276191,2183048,9625,221320,3022,1231,40.7,302,107,35.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,SC,Blue Cross and Blue Shield of South Carolina,26065,No,No,26065SC0740005,New,HMO,QHP,Gold,https://www.southcarolinablues.com/links/transparency,282455,11459827,276191,2183048,9625,221320,3022,1231,40.7,302,107,35.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,SC,Blue Cross and Blue Shield of South Carolina,26065,No,No,26065SC0740006,New,HMO,QHP,Silver,https://www.southcarolinablues.com/links/transparency,282455,11459827,276191,2183048,9625,221320,3022,1231,40.7,302,107,35.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,SC,Blue Cross and Blue Shield of South Carolina,26065,No,No,26065SC0740007,New,HMO,QHP,Bronze Expanded,https://www.southcarolinablues.com/links/transparency,282455,11459827,276191,2183048,9625,221320,3022,1231,40.7,302,107,35.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,SC,Blue Cross and Blue Shield of South Carolina,26065,No,No,26065SC0740009,New,HMO,QHP,Silver,https://www.southcarolinablues.com/links/transparency,282455,11459827,276191,2183048,9625,221320,3022,1231,40.7,302,107,35.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,SC,Blue Cross and Blue Shield of South Carolina,26065,No,No,26065SC0740010,New,HMO,QHP,Bronze,https://www.southcarolinablues.com/links/transparency,282455,11459827,276191,2183048,9625,221320,3022,1231,40.7,302,107,35.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,SC,Blue Cross and Blue Shield of South Carolina,26065,No,No,26065SC0750001,New,PPO,QHP,Gold,https://www.southcarolinablues.com/links/transparency,282455,11459827,276191,2183048,9625,221320,3022,1231,40.7,302,107,35.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,SC,Blue Cross and Blue Shield of South Carolina,26065,No,No,26065SC0750002,New,PPO,QHP,Gold,https://www.southcarolinablues.com/links/transparency,282455,11459827,276191,2183048,9625,221320,3022,1231,40.7,302,107,35.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,SC,Blue Cross and Blue Shield of South Carolina,26065,No,No,26065SC0750003,New,PPO,QHP,Silver,https://www.southcarolinablues.com/links/transparency,282455,11459827,276191,2183048,9625,221320,3022,1231,40.7,302,107,35.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,SC,Blue Cross and Blue Shield of South Carolina,26065,No,No,26065SC0750004,New,PPO,QHP,Silver,https://www.southcarolinablues.com/links/transparency,282455,11459827,276191,2183048,9625,221320,3022,1231,40.7,302,107,35.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,SC,Blue Cross and Blue Shield of South Carolina,26065,No,No,26065SC0750005,New,PPO,QHP,Bronze Expanded,https://www.southcarolinablues.com/links/transparency,282455,11459827,276191,2183048,9625,221320,3022,1231,40.7,302,107,35.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,SC,Blue Cross and Blue Shield of South Carolina,26065,No,No,26065SC0750006,New,PPO,QHP,Bronze,https://www.southcarolinablues.com/links/transparency,282455,11459827,276191,2183048,9625,221320,3022,1231,40.7,302,107,35.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,SC,Blue Cross and Blue Shield of South Carolina,26065,No,No,26065SC0750007,New,PPO,QHP,Gold,https://www.southcarolinablues.com/links/transparency,282455,11459827,276191,2183048,9625,221320,3022,1231,40.7,302,107,35.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,SC,Blue Cross and Blue Shield of South Carolina,26065,No,No,26065SC0750008,New,PPO,QHP,Silver,https://www.southcarolinablues.com/links/transparency,282455,11459827,276191,2183048,9625,221320,3022,1231,40.7,302,107,35.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,SC,Blue Cross and Blue Shield of South Carolina,26065,No,No,26065SC0750009,New,PPO,QHP,Bronze Expanded,https://www.southcarolinablues.com/links/transparency,282455,11459827,276191,2183048,9625,221320,3022,1231,40.7,302,107,35.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,SC,Blue Cross and Blue Shield of South Carolina,26065,No,No,26065SC0760001,New,POS,QHP,Silver,https://www.southcarolinablues.com/links/transparency,282455,11459827,276191,2183048,9625,221320,3022,1231,40.7,302,107,35.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,SC,Blue Cross and Blue Shield of South Carolina,26065,No,No,26065SC0760002,New,POS,QHP,Silver,https://www.southcarolinablues.com/links/transparency,282455,11459827,276191,2183048,9625,221320,3022,1231,40.7,302,107,35.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,SC,Blue Cross and Blue Shield of South Carolina,26065,No,No,26065SC0760003,New,POS,QHP,Silver,https://www.southcarolinablues.com/links/transparency,282455,11459827,276191,2183048,9625,221320,3022,1231,40.7,302,107,35.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,SC,Blue Cross and Blue Shield of South Carolina,26065,No,No,26065SC0760004,New,POS,QHP,Gold,https://www.southcarolinablues.com/links/transparency,282455,11459827,276191,2183048,9625,221320,3022,1231,40.7,302,107,35.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,SC,Blue Cross and Blue Shield of South Carolina,26065,No,No,26065SC0760005,New,POS,QHP,Silver,https://www.southcarolinablues.com/links/transparency,282455,11459827,276191,2183048,9625,221320,3022,1231,40.7,302,107,35.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,SPE,NE,"Nebraska Total Care, Inc.",26289,No,No,26289NE0020002,Returning,HMO,QHP,Bronze Expanded,https://ambetter.nebraskatotalcare.com/resources/handbooks-forms/transparency-notice-2025.html,101892,1472850,24760,180442,636,88531,552,267,48.4,12,**,**,6790,129603,1373,12310,47,5931,2942,1003,5789,2108,105,3267,471,**,5774,3106,4308,299
Individual,SPE,NE,"Nebraska Total Care, Inc.",26289,No,No,26289NE0020007,Returning,HMO,QHP,Bronze Expanded,https://ambetter.nebraskatotalcare.com/resources/handbooks-forms/transparency-notice-2025.html,101892,1472850,24760,180442,636,88531,552,267,48.4,12,**,**,15691,188201,4221,24762,78,12157,6238,2343,14308,5114,157,5469,2480,**,11862,5902,6572,866
Individual,SPE,NE,"Nebraska Total Care, Inc.",26289,No,No,26289NE0020008,Returning,HMO,QHP,Silver,https://ambetter.nebraskatotalcare.com/resources/handbooks-forms/transparency-notice-2025.html,101892,1472850,24760,180442,636,88531,552,267,48.4,12,**,**,2206,45558,532,5116,17,2661,1228,375,2421,938,58,1301,631,**,2125,1353,1036,144
Individual,SPE,NE,"Nebraska Total Care, Inc.",26289,No,No,26289NE0020036,Returning,HMO,QHP,Gold,https://ambetter.nebraskatotalcare.com/resources/handbooks-forms/transparency-notice-2025.html,101892,1472850,24760,180442,636,88531,552,267,48.4,12,**,**,1394,21932,347,2555,**,1283,862,208,1217,635,45,774,137,**,1121,572,386,53
Individual,SPE,NE,"Nebraska Total Care, Inc.",26289,No,No,26289NE0020039,Returning,HMO,QHP,Bronze Expanded,https://ambetter.nebraskatotalcare.com/resources/handbooks-forms/transparency-notice-2025.html,101892,1472850,24760,180442,636,88531,552,267,48.4,12,**,**,6386,106501,1322,11941,39,5691,3104,925,6422,2544,73,3083,827,**,4836,3225,3682,408
Individual,SPE,NE,"Nebraska Total Care, Inc.",26289,No,No,26289NE0020040,Returning,HMO,QHP,Silver,https://ambetter.nebraskatotalcare.com/resources/handbooks-forms/transparency-notice-2025.html,101892,1472850,24760,180442,636,88531,552,267,48.4,12,**,**,19585,230326,4773,29688,116,15563,8066,2444,16178,6179,406,7790,2323,**,13752,8090,5875,729
Individual,SPE,NE,"Nebraska Total Care, Inc.",26289,No,No,26289NE0020041,Returning,HMO,QHP,Gold,https://ambetter.nebraskatotalcare.com/resources/handbooks-forms/transparency-notice-2025.html,101892,1472850,24760,180442,636,88531,552,267,48.4,12,**,**,653,11320,126,1509,**,631,502,49,610,372,40,362,78,**,522,484,157,22
Individual,SPE,NE,"Nebraska Total Care, Inc.",26289,No,No,26289NE0020048,Returning,HMO,QHP,Silver,https://ambetter.nebraskatotalcare.com/resources/handbooks-forms/transparency-notice-2025.html,101892,1472850,24760,180442,636,88531,552,267,48.4,12,**,**,8471,132169,2146,15678,54,7942,4214,1656,8706,3169,118,4826,1078,**,6491,4063,3205,373
Individual,SPE,NE,"Nebraska Total Care, Inc.",26289,No,No,26289NE0020050,Returning,HMO,QHP,Gold,https://ambetter.nebraskatotalcare.com/resources/handbooks-forms/transparency-notice-2025.html,101892,1472850,24760,180442,636,88531,552,267,48.4,12,**,**,2300,45871,585,5304,15,2580,1411,451,2977,1117,78,1516,263,**,2062,1240,978,114
Individual,SPE,NE,"Nebraska Total Care, Inc.",26289,No,No,26289NE0030002,Returning,HMO,QHP,Bronze Expanded,https://ambetter.nebraskatotalcare.com/resources/handbooks-forms/transparency-notice-2025.html,101892,1472850,24760,180442,636,88531,552,267,48.4,12,**,**,609,12884,194,1608,**,600,278,139,519,237,19,337,95,**,715,527,383,40
Individual,SPE,NE,"Nebraska Total Care, Inc.",26289,No,No,26289NE0030007,Returning,HMO,QHP,Bronze Expanded,https://ambetter.nebraskatotalcare.com/resources/handbooks-forms/transparency-notice-2025.html,101892,1472850,24760,180442,636,88531,552,267,48.4,12,**,**,1557,21373,347,2487,50,1074,562,212,1029,449,29,605,198,**,1155,676,602,80
Individual,SPE,NE,"Nebraska Total Care, Inc.",26289,No,No,26289NE0030008,Returning,HMO,QHP,Silver,https://ambetter.nebraskatotalcare.com/resources/handbooks-forms/transparency-notice-2025.html,101892,1472850,24760,180442,636,88531,552,267,48.4,12,**,**,1409,18379,295,2663,**,1249,669,141,1414,551,21,644,269,**,1101,703,344,62
Individual,SPE,NE,"Nebraska Total Care, Inc.",26289,No,No,26289NE0030015,New,HMO,QHP,Bronze Expanded,https://ambetter.nebraskatotalcare.com/resources/handbooks-forms/transparency-notice-2025.html,101892,1472850,24760,180442,636,88531,552,267,48.4,12,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,SPE,NE,"Nebraska Total Care, Inc.",26289,No,No,26289NE0030017,New,HMO,QHP,Gold,https://ambetter.nebraskatotalcare.com/resources/handbooks-forms/transparency-notice-2025.html,101892,1472850,24760,180442,636,88531,552,267,48.4,12,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,SPE,NE,"Nebraska Total Care, Inc.",26289,No,No,26289NE0030036,Returning,HMO,QHP,Gold,https://ambetter.nebraskatotalcare.com/resources/handbooks-forms/transparency-notice-2025.html,101892,1472850,24760,180442,636,88531,552,267,48.4,12,**,**,1062,9974,264,1439,**,852,584,179,1027,491,24,557,81,**,559,282,162,26
Individual,SPE,NE,"Nebraska Total Care, Inc.",26289,No,No,26289NE0030042,Returning,HMO,QHP,Silver,https://ambetter.nebraskatotalcare.com/resources/handbooks-forms/transparency-notice-2025.html,101892,1472850,24760,180442,636,88531,552,267,48.4,12,**,**,2382,30588,516,4166,**,2042,1298,319,2199,1116,79,1117,261,**,1778,1074,696,123
Individual,SPE,NE,"Nebraska Total Care, Inc.",26289,No,No,26289NE0030044,Returning,HMO,QHP,Gold,https://ambetter.nebraskatotalcare.com/resources/handbooks-forms/transparency-notice-2025.html,101892,1472850,24760,180442,636,88531,552,267,48.4,12,**,**,295,5383,36,731,**,423,220,24,400,199,**,251,68,**,254,173,137,27
Individual,FFE,TX,"Community Health Choice, Inc.",27248,No,No,27248TX0010003,Returning,HMO,QHP,Bronze Expanded,https://www.communityhealthchoice.org/health-insurance-marketplace/transparency-in-coverage-2025/,817983,6915555,310676,1238096,30380,1072877,1223,291,23.8,21,14,66.7,17162,251689,6845,56054,727,37141,2086,8912,35224,27,14,68,3626,**,1322,28567,8248,838
Individual,FFE,TX,"Community Health Choice, Inc.",27248,No,No,27248TX0010005,Returning,HMO,QHP,Gold,https://www.communityhealthchoice.org/health-insurance-marketplace/transparency-in-coverage-2025/,817983,6915555,310676,1238096,30380,1072877,1223,291,23.8,21,14,66.7,126673,1121951,34029,210175,3461,163512,14882,42178,112477,384,35,258,7902,28,8379,142024,17134,1998
Individual,FFE,TX,"Community Health Choice, Inc.",27248,No,No,27248TX0010012,Returning,HMO,QHP,Silver,https://www.communityhealthchoice.org/health-insurance-marketplace/transparency-in-coverage-2025/,817983,6915555,310676,1238096,30380,1072877,1223,291,23.8,21,14,66.7,49885,550259,13694,107065,1192,87287,8018,17449,56320,139,33,91,5467,12,3855,74661,6919,788
Individual,FFE,TX,"Community Health Choice, Inc.",27248,No,No,27248TX0010016,Returning,HMO,QHP,Bronze Expanded,https://www.communityhealthchoice.org/health-insurance-marketplace/transparency-in-coverage-2025/,817983,6915555,310676,1238096,30380,1072877,1223,291,23.8,21,14,66.7,10410,66206,5760,13592,632,10129,504,6673,9304,**,**,13,611,**,412,7296,2767,435
Individual,FFE,TX,"Community Health Choice, Inc.",27248,No,No,27248TX0010018,Returning,HMO,QHP,Bronze Expanded,https://www.communityhealthchoice.org/health-insurance-marketplace/transparency-in-coverage-2025/,817983,6915555,310676,1238096,30380,1072877,1223,291,23.8,21,14,66.7,10738,135995,4713,29374,574,19558,1393,5792,19303,**,**,32,1185,**,774,15728,4578,542
Individual,FFE,TX,"Community Health Choice, Inc.",27248,No,No,27248TX0010019,Returning,HMO,QHP,Silver,https://www.communityhealthchoice.org/health-insurance-marketplace/transparency-in-coverage-2025/,817983,6915555,310676,1238096,30380,1072877,1223,291,23.8,21,14,66.7,378732,3006808,174297,482983,16858,489451,23485,205766,291287,317,32,765,13801,21,17382,342434,56543,5632
Individual,FFE,TX,"Community Health Choice, Inc.",27248,No,No,27248TX0010020,Returning,HMO,QHP,Silver,https://www.communityhealthchoice.org/health-insurance-marketplace/transparency-in-coverage-2025/,817983,6915555,310676,1238096,30380,1072877,1223,291,23.8,21,14,66.7,56726,458255,13290,84482,1513,63268,6272,16388,44271,407,55,171,3069,**,3475,58723,5204,681
Individual,FFE,TX,"Community Health Choice, Inc.",27248,No,No,27248TX0010021,Returning,HMO,QHP,Gold,https://www.communityhealthchoice.org/health-insurance-marketplace/transparency-in-coverage-2025/,817983,6915555,310676,1238096,30380,1072877,1223,291,23.8,21,14,66.7,19412,143784,4456,26868,555,22520,2677,5504,13562,162,**,18,652,**,1039,19640,1910,256
Individual,FFE,TX,"Community Health Choice, Inc.",27248,No,No,27248TX0010022,Returning,HMO,QHP,Gold,https://www.communityhealthchoice.org/health-insurance-marketplace/transparency-in-coverage-2025/,817983,6915555,310676,1238096,30380,1072877,1223,291,23.8,21,14,66.7,62117,376593,31204,75991,2682,61899,3604,36050,49093,**,**,55,2382,**,2199,45573,10571,1382
Individual,SBE-FP,IL,Celtic Insurance Company,27833,No,No,27833IL0140016,Returning,HMO,QHP,Bronze Expanded,https://www.ambetterofillinois.com/resources/handbooks-forms/transparency-notice-2025.html,362141,1681947,68350,230759,5454,85662,314,140,44.6,**,**,**,19194,64904,3687,9250,299,3217,1777,2374,4134,1527,33,1434,1361,**,3835,3102,2480,483
