Individual Marketplace Medical Qualified Health Plans (QHPs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Legend 
*                              Data not available for this issuer/plan
Individual,FFE,FL,BEST Life and Health Insurance Company,17121,No,Yes,17121FL0020007,New,PPO,SADP,High,https://www.bestlife.com/fl/index.html,68,169,20,70,**,13,**,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,FL,BEST Life and Health Insurance Company,17121,No,Yes,17121FL0020008,New,PPO,SADP,Low,https://www.bestlife.com/fl/index.html,68,169,20,70,**,13,**,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,AZ,Guardian Life Insurance Company of America,17454,No,Yes,17454AZ0080004,New,PPO,SADP,Low,https://assets.ctfassets.net/jrhizl9l7csx/2y3iIRUakhVeP1wDQHwOF4/b56aee5e05352bc966541cd5709492e3/Transparency_in_Coverage_2024.pdf,534,2773,274,1160,**,**,**,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,AZ,Guardian Life Insurance Company of America,17454,No,Yes,17454AZ0090004,New,PPO,SADP,Low,https://assets.ctfassets.net/jrhizl9l7csx/2y3iIRUakhVeP1wDQHwOF4/31db852d1accdce209dcac5391c08596/Transparency_in_Coverage_2024_07252024.pdf,534,2773,274,1160,**,**,**,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,AZ,Guardian Life Insurance Company of America,17454,No,Yes,17454AZ0100004,New,PPO,SADP,Low,https://assets.ctfassets.net/jrhizl9l7csx/2y3iIRUakhVeP1wDQHwOF4/31db852d1accdce209dcac5391c08596/Transparency_in_Coverage_2024_07252024.pdf,534,2773,274,1160,**,**,**,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,AZ,Guardian Life Insurance Company of America,17454,No,Yes,17454AZ0110003,New,PPO,SADP,Low,https://assets.ctfassets.net/jrhizl9l7csx/2y3iIRUakhVeP1wDQHwOF4/b56aee5e05352bc966541cd5709492e3/Transparency_in_Coverage_2024.pdf,534,2773,274,1160,**,**,**,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,AL,Guardian Life Insurance Company of America,17540,No,Yes,17540AL0130004,New,PPO,SADP,Low,https://assets.ctfassets.net/jrhizl9l7csx/2y3iIRUakhVeP1wDQHwOF4/b56aee5e05352bc966541cd5709492e3/Transparency_in_Coverage_2024.pdf,1246,5396,630,2445,**,**,**,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,AL,Guardian Life Insurance Company of America,17540,No,Yes,17540AL0140004,New,PPO,SADP,Low,https://assets.ctfassets.net/jrhizl9l7csx/2y3iIRUakhVeP1wDQHwOF4/31db852d1accdce209dcac5391c08596/Transparency_in_Coverage_2024_07252024.pdf,1246,5396,630,2445,**,**,**,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,AL,Guardian Life Insurance Company of America,17540,No,Yes,17540AL0150004,New,PPO,SADP,Low,https://assets.ctfassets.net/jrhizl9l7csx/2y3iIRUakhVeP1wDQHwOF4/31db852d1accdce209dcac5391c08596/Transparency_in_Coverage_2024_07252024.pdf,1246,5396,630,2445,**,**,**,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,IN,Anthem Ins Companies Inc(Anthem BCBS),17575,No,No,17575IN0860003,Returning,PPO,SADP,Low,https://www.anthem.com/ms/claims/home.html,343188,957461,193288,297584,45861,175744,829,353,42.6,**,**,**,1609,4362,214,292,**,44,**,**,155,**,**,**,**,**,351,1265,210
Individual,FFE,IN,Anthem Ins Companies Inc(Anthem BCBS),17575,No,No,17575IN0860004,Returning,PPO,SADP,High,https://www.anthem.com/ms/claims/home.html,343188,957461,193288,297584,45861,175744,829,353,42.6,**,**,**,1084,2529,206,221,28,21,**,**,121,**,**,**,**,**,306,726,157
Individual,FFE,IN,Anthem Ins Companies Inc(Anthem BCBS),17575,No,No,17575IN0860005,Returning,PPO,SADP,Low,https://www.anthem.com/ms/claims/home.html,343188,957461,193288,297584,45861,175744,829,353,42.6,**,**,**,1132,2377,207,173,33,15,**,**,210,**,**,**,**,**,170,870,161
Individual,FFE,IN,Anthem Ins Companies Inc(Anthem BCBS),17575,No,No,17575IN0860006,Returning,PPO,SADP,Low,https://www.anthem.com/ms/claims/home.html,343188,957461,193288,297584,45861,175744,829,353,42.6,**,**,**,1162,1715,315,371,**,**,**,**,491,**,**,**,**,**,195,814,181
Individual,FFE,AL,"Dental Care Plus, Inc.",18239,No,Yes,18239AL0010001,Returning,PPO,SADP,High,https://www.dentaquest.com/content/dam/dentaquest/en/members/dcpg/DCPG-DT-transparency-in-coverage.pdf,198,2937,203,1215,**,**,14,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,0
Individual,FFE,AL,"Dental Care Plus, Inc.",18239,No,Yes,18239AL0010002,Returning,PPO,SADP,Low,https://www.dentaquest.com/content/dam/dentaquest/en/members/dcpg/DCPG-DT-transparency-in-coverage.pdf,198,2937,203,1215,**,**,14,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
Individual,FFE,AL,"Dental Care Plus, Inc.",18239,No,Yes,18239AL0010003,Returning,PPO,SADP,High,https://www.dentaquest.com/content/dam/dentaquest/en/members/dcpg/DCPG-DT-transparency-in-coverage.pdf,198,2937,203,1215,**,**,14,**,**,**,**,**,87,1630,88,710,**,**,**,**,434,**,**,**,**,**,364,1220,371
Individual,FFE,AL,"Dental Care Plus, Inc.",18239,No,Yes,18239AL0010004,Returning,PPO,SADP,Low,https://www.dentaquest.com/content/dam/dentaquest/en/members/dcpg/DCPG-DT-transparency-in-coverage.pdf,198,2937,203,1215,**,**,14,**,**,**,**,**,111,1301,115,504,**,**,**,**,279,**,**,**,**,**,340,1062,301
Individual,SPE,HI,Hawaii Medical Service Association,18350,No,No,18350HI0920001,Returning,PPO,SADP,High,https://hmsa.com/aca-transparency,4033,673684,812,162934,41,14814,82,38,46.3,**,**,**,314,10191,107,3433,**,**,**,**,3238,**,128,**,**,172,**,1428,193
Individual,SPE,HI,Hawaii Medical Service Association,18350,No,No,18350HI0920002,Returning,PPO,SADP,Low,https://hmsa.com/aca-transparency,4033,673684,812,162934,41,14814,82,38,46.3,**,**,**,187,6842,67,2321,**,**,**,**,2187,**,**,14,**,181,**,1505,222
Individual,SPE,HI,Hawaii Medical Service Association,18350,No,No,18350HI0920005,Returning,PPO,SADP,High,https://hmsa.com/aca-transparency,4033,673684,812,162934,41,14814,82,38,46.3,**,**,**,**,256,**,38,**,**,**,**,20,**,**,**,**,21,**,21,**
Individual,SPE,HI,Hawaii Medical Service Association,18350,No,No,18350HI0920007,Returning,PPO,SADP,Low,https://hmsa.com/aca-transparency,4033,673684,812,162934,41,14814,82,38,46.3,**,**,**,274,7051,113,2628,**,**,**,**,1920,**,18,**,**,236,565,1189,146
Individual,SPE,HI,Hawaii Medical Service Association,18350,No,No,18350HI0930001,Returning,HMO,SADP,Low,https://hmsa.com/aca-transparency,4033,673684,812,162934,41,14814,82,38,46.3,**,**,**,60,4915,56,1891,**,**,137,**,1735,**,**,**,**,67,**,1173,200
Individual,SBE-FP,IL,Dentegra Insurance Company,18715,No,Yes,18715IL0010011,Returning,PPO,SADP,Low,https://www.dentegra.com/how-marketplace-plans-work,735,1209,**,602,21,36,**,**,**,**,**,**,110,344,**,138,**,12,**,43,63,**,**,18,**,**,**,40,**
Individual,SBE-FP,IL,Dentegra Insurance Company,18715,No,Yes,18715IL0010012,Returning,PPO,SADP,High,https://www.dentegra.com/how-marketplace-plans-work,735,1209,**,602,21,36,**,**,**,**,**,**,625,620,**,325,21,24,**,265,130,**,33,**,**,**,**,200,51
Individual,FFE,LA,Delta Dental Insurance Company,18802,No,Yes,18802LA0010004,Returning,PPO,SADP,High,https://www.deltadentalins.com/hcx/how-your-marketplace-plan-works.html,615,3145,**,928,17,101,**,**,**,**,**,**,345,1356,**,366,**,45,**,134,165,**,71,25,**,**,26,327,47
Individual,FFE,LA,Delta Dental Insurance Company,18802,No,Yes,18802LA0010006,Returning,PPO,SADP,Low,https://www.deltadentalins.com/hcx/how-your-marketplace-plan-works.html,615,3145,**,928,17,101,**,**,**,**,**,**,270,1789,**,562,**,56,**,111,301,**,28,58,**,31,58,500,117
Individual,SBE-FP,IL,Companion Life Insurance Company,20545,Yes,Yes,20545IL0040001,New,PPO,SADP,High,https://emihealth.com/Policies/IllinoisDental,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,SBE-FP,IL,Companion Life Insurance Company,20545,Yes,Yes,20545IL0040002,New,PPO,SADP,Low,https://emihealth.com/Policies/IllinoisDental,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,SBE-FP,IL,Companion Life Insurance Company,20545,Yes,Yes,20545IL0040003,New,PPO,SADP,Low,https://emihealth.com/Policies/IllinoisDental,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,SBE-FP,IL,Companion Life Insurance Company,20545,Yes,Yes,20545IL0040004,New,PPO,SADP,Low,https://emihealth.com/Policies/IllinoisDental,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,AK,Oregon Dental Service,21989,No,Yes,21989AK0030001,Returning,Indemnity,SADP,Low,https://www.deltadentalak.com/member/resources/transparency-in-coverage,2046,7915,766,1548,46,191,**,**,**,**,**,**,708,3837,298,786,**,112,**,**,419,**,238,222,**,250,38,1040,121
Individual,FFE,AK,Oregon Dental Service,21989,No,Yes,21989AK0050001,Returning,PPO,SADP,High,https://www.deltadentalak.com/member/resources/transparency-in-coverage,2046,7915,766,1548,46,191,**,**,**,**,**,**,739,2328,249,408,32,19,**,**,98,**,146,121,**,168,193,785,116
Individual,FFE,AK,Oregon Dental Service,21989,No,Yes,21989AK0050002,Returning,PPO,SADP,High,https://www.deltadentalak.com/member/resources/transparency-in-coverage,2046,7915,766,1548,46,191,**,**,**,**,**,**,599,1750,219,354,**,60,**,**,98,**,136,83,**,113,168,487,68
Individual,SPE,MI,"Dental Care Plus, Inc.",23426,No,Yes,23426MI0010001,Returning,PPO,SADP,High,https://www.dentaquest.com/content/dam/dentaquest/en/members/dcpg/DCPG-DT-transparency-in-coverage.pdf,359,4750,372,1663,**,18,48,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,23,**
Individual,SPE,MI,"Dental Care Plus, Inc.",23426,No,Yes,23426MI0010002,Returning,PPO,SADP,Low,https://www.dentaquest.com/content/dam/dentaquest/en/members/dcpg/DCPG-DT-transparency-in-coverage.pdf,359,4750,372,1663,**,18,48,**,**,**,**,**,**,52,**,13,**,**,**,**,11,**,**,**,**,**,**,58,15
Individual,SPE,MI,"Dental Care Plus, Inc.",23426,No,Yes,23426MI0010003,Returning,PPO,SADP,High,https://www.dentaquest.com/content/dam/dentaquest/en/members/dcpg/DCPG-DT-transparency-in-coverage.pdf,359,4750,372,1663,**,18,48,**,**,**,**,**,140,2001,150,757,**,14,**,**,338,60,**,**,**,**,522,679,167
Individual,SPE,MI,"Dental Care Plus, Inc.",23426,No,Yes,23426MI0010004,Returning,PPO,SADP,Low,https://www.dentaquest.com/content/dam/dentaquest/en/members/dcpg/DCPG-DT-transparency-in-coverage.pdf,359,4750,372,1663,**,18,48,**,**,**,**,**,82,1161,83,414,**,**,**,**,168,37,**,**,**,21,270,642,160
Individual,SPE,MI,"Dental Care Plus, Inc.",23426,No,Yes,23426MI0010005,Returning,PPO,SADP,Low,https://www.dentaquest.com/content/dam/dentaquest/en/members/dcpg/DCPG-DT-transparency-in-coverage.pdf,359,4750,372,1663,**,18,48,**,**,**,**,**,134,1536,135,479,**,**,**,**,226,23,**,**,**,**,355,902,223
Individual,FFE,OK,Humana Insurance Company,23468,No,Yes,23468OK0200001,Returning,PPO,SADP,Low,https://www.humana.com/member/plain-language-policy,782,5218,300,1296,**,40,**,**,**,**,**,**,346,3316,94,818,**,34,**,74,520,26,**,92,**,**,324,225,61
Individual,FFE,OK,Humana Insurance Company,23468,No,Yes,23468OK0200002,Returning,PPO,SADP,High,https://www.humana.com/member/plain-language-policy,782,5218,300,1296,**,40,**,**,**,**,**,**,436,1902,206,478,**,**,**,62,452,**,**,94,**,**,228,316,78
Individual,SPE,MT,PacificSource Health Plans,23603,No,No,23603MT0320001,Returning,Indemnity,SADP,High,https://pacificsource.com/members/learn-about-my-plan,6791,164025,5257,4831,19,753,977,226,23.1,**,**,**,188,**,44,**,**,**,**,**,**,**,13,**,**,**,20,122,26
Individual,SPE,MT,PacificSource Health Plans,23603,No,No,23603MT0320002,Returning,Indemnity,SADP,High,https://pacificsource.com/members/learn-about-my-plan,6791,164025,5257,4831,19,753,977,226,23.1,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
Individual,SPE,MT,PacificSource Health Plans,23603,No,No,23603MT0320003,Returning,Indemnity,SADP,High,https://pacificsource.com/members/learn-about-my-plan,6791,164025,5257,4831,19,753,977,226,23.1,**,**,**,207,**,50,**,**,**,**,**,**,**,14,17,**,13,**,101,14
Individual,FFE,TX,"Alpha Dental Programs, Inc.",23891,No,Yes,23891TX0010004,Returning,HMO,SADP,High,https://www.deltadentalins.com/hcx/how-your-marketplace-plan-works.html,2319,113282,1633,48270,38,5776,79,35,44.3,**,**,**,999,60133,777,26222,32,3213,425,930,4740,**,4023,1296,**,7223,8568,11154,2746
Individual,FFE,TX,"Alpha Dental Programs, Inc.",23891,No,Yes,23891TX0010006,Returning,HMO,SADP,Low,https://www.deltadentalins.com/hcx/how-your-marketplace-plan-works.html,2319,113282,1633,48270,38,5776,79,35,44.3,**,**,**,1320,53149,856,22048,**,2563,356,2252,3267,**,75,831,**,7175,8978,11817,2779
Individual,FFE,AZ,TRUASSURE INSURANCE COMPANY,24106,No,Yes,24106AZ0010001,Returning,PPO,SADP,Low,https://www.truassure.com/aca-plans.html,122,202,112,62,**,13,**,**,**,**,**,**,26,55,13,24,**,**,**,**,**,**,**,22,**,**,14,28,**
Individual,FFE,AZ,TRUASSURE INSURANCE COMPANY,24106,No,Yes,24106AZ0020001,Returning,PPO,SADP,High,https://www.truassure.com/aca-plans.html,122,202,112,62,**,13,**,**,**,**,**,**,96,147,37,38,**,**,**,**,**,**,**,83,**,**,**,121,16
Individual,FFE,AZ,TRUASSURE INSURANCE COMPANY,24106,No,Yes,24106AZ0050001,New,PPO,SADP,Low,https://www.truassure.com/aca-plans.html,122,202,112,62,**,13,**,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,TX,Delta Dental Insurance Company,24349,No,Yes,24349TX0010004,Returning,PPO,SADP,High,https://www.deltadentalins.com/hcx/how-your-marketplace-plan-works.html,19959,168574,4783,53676,259,5807,217,28,12.9,**,**,**,2850,36431,15,10615,122,1223,15,1963,2800,**,665,536,**,2250,2432,3990,789
Individual,FFE,TX,Delta Dental Insurance Company,24349,No,Yes,24349TX0010006,Returning,PPO,SADP,Low,https://www.deltadentalins.com/hcx/how-your-marketplace-plan-works.html,19959,168574,4783,53676,259,5807,217,28,12.9,**,**,**,4444,47856,**,16223,122,1963,**,3568,3652,**,285,199,**,3192,5368,5773,1202
Individual,FFE,TX,Delta Dental Insurance Company,24349,No,Yes,24349TX0010007,Returning,PPO,SADP,High,https://www.deltadentalins.com/hcx/how-your-marketplace-plan-works.html,19959,168574,4783,53676,259,5807,217,28,12.9,**,**,**,12665,84287,4766,26838,15,2621,735,7259,6592,**,893,1112,**,8320,7553,8429,2335
Individual,FFE,TN,BEST Life and Health Insurance Company,24601,No,Yes,24601TN0020003,Returning,PPO,SADP,High,https://www.bestlife.com/TN/index.html,**,72,**,24,**,**,**,**,**,**,**,**,**,32,**,12,**,**,**,**,11,**,**,**,**,**,**,587,131
Individual,FFE,TN,BEST Life and Health Insurance Company,24601,No,Yes,24601TN0020006,Returning,PPO,SADP,Low,https://www.bestlife.com/TN/index.html,**,72,**,24,**,**,**,**,**,**,**,**,**,27,**,11,**,**,**,**,11,**,**,**,**,**,**,676,116
Individual,FFE,TN,BEST Life and Health Insurance Company,24601,No,Yes,24601TN0020007,New,PPO,SADP,High,https://www.bestlife.com/TN/index.html,**,72,**,24,**,**,**,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,TN,BEST Life and Health Insurance Company,24601,No,Yes,24601TN0020008,New,PPO,SADP,Low,https://www.bestlife.com/TN/index.html,**,72,**,24,**,**,**,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,SPE,KS,TRUASSURE INSURANCE COMPANY,25268,No,Yes,25268KS0010001,Returning,PPO,SADP,Low,https://www.truassure.com/aca-plans.html,1012,766,289,199,24,26,**,**,**,**,**,**,662,520,202,150,19,14,**,**,**,**,**,**,**,**,340,106,19
Individual,SPE,KS,TRUASSURE INSURANCE COMPANY,25268,No,Yes,25268KS0020001,Returning,PPO,SADP,High,https://www.truassure.com/aca-plans.html,1012,766,289,199,24,26,**,**,**,**,**,**,350,246,87,49,**,12,**,**,**,**,**,**,**,**,131,252,40
Individual,SPE,KS,TRUASSURE INSURANCE COMPANY,25268,No,Yes,25268KS0050001,New,PPO,SADP,Low,https://www.truassure.com/aca-plans.html,1012,766,289,199,24,26,**,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,SBE-FP,OR,"Dental Health Services, Inc.",25486,No,Yes,25486OR0020001,Returning,EPO,SADP,Low,https://www.dentalhealthservices.com/files/Transparency_in_Coverage_OR_FAQ.pdf,27,3156,24,1575,**,118,**,**,**,**,**,**,11,1858,**,712,**,67,**,**,120,**,**,14,**,**,575,1586,375
Individual,SBE-FP,OR,"Dental Health Services, Inc.",25486,No,Yes,25486OR0020002,Returning,EPO,SADP,Low,https://www.dentalhealthservices.com/files/Transparency_in_Coverage_OR_FAQ.pdf,27,3156,24,1575,**,118,**,**,**,**,**,**,**,562,**,231,**,28,**,**,64,**,**,**,**,**,159,463,102
Individual,SBE-FP,OR,"Dental Health Services, Inc.",25486,No,Yes,25486OR0020003,Returning,EPO,SADP,High,https://www.dentalhealthservices.com/files/Transparency_in_Coverage_OR_FAQ.pdf,27,3156,24,1575,**,118,**,**,**,**,**,**,**,647,**,241,**,22,**,**,46,**,**,**,**,**,191,476,123
Individual,SPE,OH,Health Resources of Ohio Inc,25945,Yes,Yes,25945OH0020001,New,PPO,SADP,Low,https://www.insuringsmiles.com/find-a-plan/marketplace-dental/dental-transparency,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,SPE,OH,Health Resources of Ohio Inc,25945,Yes,Yes,25945OH0020002,New,PPO,SADP,Low,https://www.insuringsmiles.com/find-a-plan/marketplace-dental/dental-transparency,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,SPE,OH,Health Resources of Ohio Inc,25945,Yes,Yes,25945OH0020003,New,PPO,SADP,Low,https://www.insuringsmiles.com/find-a-plan/marketplace-dental/dental-transparency,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,SPE,DE,"Delta Dental of Delaware, Inc.",26018,No,Yes,26018DE0010004,Returning,PPO,SADP,High,https://www.deltadentalins.com/hcx/how-your-marketplace-plan-works.html,1817,6905,**,1495,73,161,15,**,**,**,**,**,921,3456,**,740,32,65,**,222,300,**,212,35,**,72,88,765,107
Individual,SPE,DE,"Delta Dental of Delaware, Inc.",26018,No,Yes,26018DE0010006,Returning,PPO,SADP,Low,https://www.deltadentalins.com/hcx/how-your-marketplace-plan-works.html,1817,6905,**,1495,73,161,15,**,**,**,**,**,896,3449,**,755,41,96,**,144,363,**,53,116,**,35,61,977,154
Individual,FFE,SC,Blue Cross and Blue Shield of South Carolina,26065,No,No,26065SC0680001,Returning,PPO,SADP,High,https://www.southcarolinablues.com/links/transparency,282455,11459827,276191,2183048,9625,221320,3022,1231,40.7,302,107,35.4,1504,3547,377,811,54,188,**,**,1050,22,38,142,**,140,**,2763,640
Individual,FFE,SC,Blue Cross and Blue Shield of South Carolina,26065,No,No,26065SC0680002,Returning,PPO,SADP,Low,https://www.southcarolinablues.com/links/transparency,282455,11459827,276191,2183048,9625,221320,3022,1231,40.7,302,107,35.4,2055,5262,524,1179,57,183,**,**,1430,35,44,238,**,168,**,4546,1123
Individual,FFE,TX,"Managed DentalGuard,Inc.",26250,No,Yes,26250TX0070005,New,HMO,SADP,Low,https://assets.ctfassets.net/jrhizl9l7csx/2y3iIRUakhVeP1wDQHwOF4/b56aee5e05352bc966541cd5709492e3/Transparency_in_Coverage_2024.pdf,6517,89240,6401,59814,**,**,**,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,SBE-FP,AR,BEST Life and Health Insurance Company,26904,No,Yes,26904AR0020003,Returning,PPO,SADP,High,https://www.bestlife.com/AR/index.html,121,285,98,217,**,19,**,**,**,**,**,**,12,45,**,27,**,**,**,**,20,**,**,11,**,**,**,147,58
Individual,SBE-FP,AR,BEST Life and Health Insurance Company,26904,No,Yes,26904AR0020006,Returning,PPO,SADP,High,https://www.bestlife.com/AR/index.html,121,285,98,217,**,19,**,**,**,**,**,**,78,152,64,120,**,16,**,**,146,**,**,25,**,**,**,879,384
Individual,SBE-FP,AR,BEST Life and Health Insurance Company,26904,No,Yes,26904AR0020007,New,PPO,SADP,High,https://www.bestlife.com/AR/index.html,121,285,98,217,**,19,**,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,SBE-FP,AR,BEST Life and Health Insurance Company,26904,No,Yes,26904AR0020008,New,PPO,SADP,High,https://www.bestlife.com/AR/index.html,121,285,98,217,**,19,**,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,ND,Delta Dental of Minnesota,27882,No,Yes,27882ND0010001,Returning,PPO,SADP,Low,https://www.deltadentalmn.org/transparency-in-coverage,900,5278,432,1427,73,353,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,0
Individual,FFE,ND,Delta Dental of Minnesota,27882,No,Yes,27882ND0020001,Returning,PPO,SADP,Low,https://www.deltadentalmn.org/transparency-in-coverage,900,5278,432,1427,73,353,**,**,**,**,**,**,261,1214,145,459,22,74,**,211,378,**,**,33,**,25,81,403,54
Individual,FFE,ND,Delta Dental of Minnesota,27882,No,Yes,27882ND0040001,Returning,PPO,SADP,Low,https://www.deltadentalmn.org/transparency-in-coverage,900,5278,432,1427,73,353,**,**,**,**,**,**,305,1246,149,339,36,93,**,212,173,**,13,78,**,17,166,310,46
Individual,FFE,ND,Delta Dental of Minnesota,27882,No,Yes,27882ND0060001,Returning,PPO,SADP,Low,https://www.deltadentalmn.org/transparency-in-coverage,900,5278,432,1427,73,353,**,**,**,**,**,**,123,1234,61,250,**,109,**,88,154,**,**,34,**,24,96,259,25
Individual,FFE,ND,Delta Dental of Minnesota,27882,No,Yes,27882ND0080001,Returning,PPO,SADP,Low,https://www.deltadentalmn.org/transparency-in-coverage,900,5278,432,1427,73,353,**,**,**,**,**,**,211,1576,77,379,12,77,**,113,207,**,27,30,**,28,172,309,39
Individual,SBE-FP,AR,"Delta Dental Plan of Arkansas, Inc.",28348,No,Yes,28348AR0090001,Returning,PPO,SADP,Low,https://www.deltadentalar.com/understanding-your-aca-coverage,215,12686,93,2297,19,1141,**,**,**,**,**,**,**,222,**,27,**,**,**,**,11,**,**,**,**,**,16,39,**
Individual,SBE-FP,AR,"Delta Dental Plan of Arkansas, Inc.",28348,No,Yes,28348AR0090002,Returning,PPO,SADP,High,https://www.deltadentalar.com/understanding-your-aca-coverage,215,12686,93,2297,19,1141,**,**,**,**,**,**,**,594,**,88,**,36,**,**,28,**,**,24,**,29,59,75,12
Individual,SBE-FP,AR,"Delta Dental Plan of Arkansas, Inc.",28348,No,Yes,28348AR0100001,Returning,PPO,SADP,Low,https://www.deltadentalar.com/understanding-your-aca-coverage,215,12686,93,2297,19,1141,**,**,**,**,**,**,29,2156,18,347,**,212,**,27,92,**,**,58,**,66,255,421,61
Individual,SBE-FP,AR,"Delta Dental Plan of Arkansas, Inc.",28348,No,Yes,28348AR0100002,Returning,PPO,SADP,High,https://www.deltadentalar.com/understanding-your-aca-coverage,215,12686,93,2297,19,1141,**,**,**,**,**,**,50,3500,18,587,**,295,**,30,177,**,**,92,**,95,408,634,95
Individual,SBE-FP,AR,"Delta Dental Plan of Arkansas, Inc.",28348,No,Yes,28348AR0100003,Returning,PPO,SADP,Low,https://www.deltadentalar.com/understanding-your-aca-coverage,215,12686,93,2297,19,1141,**,**,**,**,**,**,136,6214,57,1248,14,593,**,86,560,**,**,218,**,257,688,1389,229
